@relation output_data

@attribute letter_0 numeric
@attribute letter_1 numeric
@attribute letter_2 numeric
@attribute letter_3 numeric
@attribute letter_4 numeric
@attribute letter_5 numeric
@attribute letter_6 numeric
@attribute letter_7 numeric
@attribute letter_8 numeric
@attribute letter_9 numeric
@attribute letter_10 numeric
@attribute letter_11 numeric
@attribute letter_12 numeric
@attribute letter_13 numeric
@attribute letter_14 numeric
@attribute letter_15 numeric
@attribute letter_16 numeric
@attribute letter_17 numeric
@attribute letter_18 numeric
@attribute letter_19 numeric
@attribute letter_20 numeric
@attribute letter_21 numeric
@attribute letter_22 numeric
@attribute letter_23 numeric
@attribute letter_24 numeric
@attribute class {A,B,C,C2,D,E,F,G,H,I,J,K,L,M,N,O,P,R,S,S1,T,U,V,Z,Z1}

@data
0,0,0,0,0,7,0,20,5,0,16,0,165,29,0,11,16,110,50,0,5,0,0,0,0,C
0,0,0,0,0,2,0,16,13,0,38,0,162,74,0,2,0,80,137,0,0,0,0,0,0,C
0,0,0,0,0,14,0,14,9,0,40,0,165,59,0,2,0,85,130,0,24,0,0,0,0,C
28,0,0,0,0,46,0,8,6,0,14,0,178,49,0,24,16,133,111,0,47,0,0,0,0,C
23,0,0,0,0,24,0,11,17,0,24,0,170,84,0,35,0,122,126,0,32,0,0,0,0,C
16,0,0,0,0,20,0,2,9,0,24,16,210,49,0,38,0,124,74,0,17,0,0,0,0,C
12,0,0,0,0,23,0,9,46,0,28,0,151,63,0,27,0,51,114,0,17,0,0,0,0,C
0,0,0,0,0,0,0,15,5,0,0,0,185,8,0,0,0,135,70,0,0,0,0,0,0,C
0,0,0,0,0,0,0,36,23,0,17,12,191,14,0,8,56,171,96,0,0,0,0,0,0,C
3,0,0,0,0,0,0,8,2,0,16,28,212,25,9,0,20,155,106,0,0,0,0,0,0,C
1,0,0,0,0,2,0,11,8,0,9,0,159,64,0,18,0,109,151,0,0,0,0,0,0,C
1,0,0,0,0,13,0,11,7,0,35,0,168,57,0,14,0,116,102,0,0,0,0,0,0,C
1,0,0,7,0,0,0,8,60,0,21,0,140,76,4,8,0,44,134,8,15,0,0,0,0,C
16,0,0,0,0,58,0,5,6,0,30,0,160,69,35,30,0,61,126,5,33,0,0,0,0,C
23,0,0,0,0,53,0,12,75,0,24,0,162,100,0,21,0,33,77,0,18,0,0,0,0,C
18,0,0,0,0,22,0,11,100,0,27,0,159,59,67,22,0,5,78,12,16,0,0,0,0,C
14,0,0,0,0,33,0,6,101,0,25,0,137,36,13,27,0,9,132,5,11,0,0,0,0,C
0,0,0,0,0,0,0,4,1,0,0,0,181,52,0,1,0,97,78,0,0,0,0,0,0,C
0,0,0,0,0,0,0,4,3,0,0,0,181,58,0,11,0,77,28,0,9,16,0,0,0,C
4,0,0,0,0,2,0,13,25,0,23,0,171,94,0,10,0,64,40,0,6,34,0,0,0,C
2,0,0,0,0,9,5,25,20,0,0,0,163,90,0,28,0,96,81,0,4,0,0,0,0,C
12,0,0,0,0,3,0,23,24,0,6,0,165,62,0,8,0,48,50,0,6,0,0,0,0,C
19,0,0,0,0,45,0,49,62,0,9,0,138,53,0,12,0,58,95,0,11,0,0,0,0,C
8,0,0,0,0,35,0,15,106,0,29,0,153,63,0,24,0,54,89,0,36,0,0,0,0,C
12,0,0,0,0,50,0,37,89,0,33,0,131,33,0,29,0,34,87,0,5,0,0,0,0,C
16,0,0,0,0,22,0,40,75,0,21,0,149,87,0,28,0,17,37,0,24,0,0,0,0,C
14,0,0,0,0,15,0,62,92,0,28,0,119,107,0,20,0,6,28,0,18,0,0,0,2,C
0,0,0,0,0,0,0,27,11,0,20,56,210,29,0,27,8,118,22,0,6,0,0,0,0,C
0,0,0,0,0,10,0,33,3,0,16,56,209,57,0,13,8,84,22,0,3,0,0,0,0,C
0,0,0,0,0,0,0,0,0,0,16,0,178,44,0,0,0,68,93,0,0,0,0,0,0,C
2,0,0,0,0,40,0,7,2,0,0,0,205,87,0,0,0,59,43,0,9,0,0,0,0,C
14,0,0,0,0,16,0,12,26,0,39,0,171,66,0,26,0,70,75,0,13,0,0,0,0,C
10,12,0,0,0,23,0,5,31,0,28,0,158,135,0,11,0,17,39,0,17,0,0,0,0,C
16,0,0,0,0,35,0,77,71,0,70,0,148,97,0,30,0,19,27,0,35,0,0,0,0,C
18,0,0,0,0,28,0,53,40,0,62,0,170,102,0,28,0,18,12,0,24,0,0,0,0,C
4,0,0,0,0,25,0,33,44,0,26,0,162,131,16,23,0,9,31,0,17,0,0,3,0,C
15,0,0,0,0,22,0,15,21,0,27,0,196,139,0,28,0,10,10,0,16,0,0,0,8,C
0,0,0,0,0,0,0,5,8,0,0,6,217,7,0,0,21,137,40,0,6,2,0,8,6,C
0,0,0,0,0,0,0,11,37,0,0,0,168,69,0,0,0,91,83,0,1,1,3,0,0,C
0,0,0,0,0,12,0,8,0,0,11,16,209,30,0,19,0,104,71,0,17,0,0,0,0,C
0,0,0,0,0,16,0,14,22,0,22,0,166,52,0,8,0,68,69,0,1,0,0,0,0,C
26,0,0,0,0,67,0,76,29,0,18,0,176,81,0,22,0,2,1,0,35,0,0,0,0,C
30,0,0,0,0,40,0,62,42,0,29,0,165,87,0,3,0,33,22,0,21,0,0,0,4,C
32,0,0,0,0,21,0,19,9,0,34,16,190,70,0,32,19,57,18,0,23,8,0,3,0,C
13,0,0,0,0,23,0,78,18,0,31,0,179,34,0,29,0,37,21,0,31,0,0,0,0,C
15,0,0,0,0,28,0,65,58,0,27,0,165,116,0,26,0,3,10,0,15,3,1,4,8,C
13,0,0,0,0,25,0,58,67,0,33,0,155,103,0,28,0,14,11,0,19,12,4,10,7,C
6,0,6,2,0,18,0,160,25,0,0,0,162,81,0,0,0,76,65,0,0,0,0,0,0,C2
0,0,0,0,0,0,0,175,4,0,12,0,182,31,0,9,0,109,134,0,0,0,0,0,0,C2
5,0,0,0,0,0,0,102,66,0,22,0,146,72,0,25,0,84,92,0,0,0,0,0,0,C2
0,0,0,0,0,2,32,116,72,0,16,0,113,83,0,20,0,105,138,0,0,0,0,0,0,C2
0,0,0,0,0,55,0,129,44,0,52,0,119,58,0,16,0,110,100,0,13,0,0,0,0,C2
12,0,0,0,0,56,0,115,74,12,19,0,93,81,0,10,0,66,120,0,26,0,0,0,0,C2
12,0,8,12,0,31,0,130,76,0,22,0,106,89,0,29,0,57,111,0,14,0,0,0,0,C2
13,0,0,0,0,17,0,100,70,0,28,0,82,83,0,24,0,60,162,0,31,0,0,0,0,C2
13,0,12,6,0,30,0,144,52,0,29,0,108,86,0,34,0,44,121,0,15,0,0,0,0,C2
11,0,7,12,0,30,0,81,110,0,28,0,110,99,0,32,0,53,108,0,21,0,0,0,0,C2
0,0,0,0,0,16,0,122,36,0,0,0,126,21,0,32,0,112,109,0,0,0,0,0,0,C2
0,0,0,0,0,0,0,105,99,0,0,0,83,66,0,0,0,124,102,0,20,0,0,0,22,C2
2,0,0,0,0,8,0,125,68,0,0,0,122,41,0,5,0,108,97,0,11,0,0,0,0,C2
7,0,0,0,0,11,0,110,99,0,9,0,122,84,0,31,0,123,68,0,3,0,8,6,0,C2
12,0,18,0,0,8,0,170,60,0,48,0,133,20,0,18,0,125,110,0,2,0,0,0,0,C2
7,0,0,0,0,19,0,100,75,0,58,0,150,58,0,26,0,110,113,0,7,0,0,0,0,C2
22,0,0,0,0,37,0,141,50,0,18,0,125,52,0,25,0,68,87,0,25,0,0,0,0,C2
10,0,2,0,0,16,0,192,21,0,18,0,157,16,0,29,0,83,99,0,16,0,0,0,0,C2
1,0,8,3,0,23,0,152,52,0,19,0,155,41,0,21,0,121,69,0,14,0,4,12,0,C2
11,0,7,5,0,18,0,83,143,0,29,0,75,120,0,29,0,50,137,0,27,32,4,12,0,C2
8,0,0,0,0,8,32,191,19,0,0,0,158,21,0,15,0,112,54,0,30,0,0,0,0,C2
9,0,0,0,0,11,0,86,104,0,8,3,55,91,0,0,0,109,124,0,25,0,0,0,0,C2
9,0,0,0,0,48,0,80,85,0,20,0,108,93,0,40,0,115,98,0,8,0,0,0,0,C2
10,0,0,0,0,51,0,105,44,20,7,0,100,106,0,3,0,82,93,0,24,0,0,0,0,C2
5,0,0,0,0,15,0,101,75,0,51,12,92,79,0,15,0,110,115,0,18,0,0,0,0,C2
31,0,0,0,0,68,0,139,56,0,47,0,96,89,0,37,0,110,134,0,24,0,0,5,0,C2
27,0,0,0,0,25,0,86,121,0,26,0,93,73,0,30,0,64,112,0,12,0,0,0,0,C2
21,0,0,0,0,26,0,50,148,0,20,0,35,186,42,28,0,14,146,16,20,0,0,0,0,C2
13,0,0,0,0,18,0,75,60,0,27,0,123,65,0,19,0,88,75,0,18,0,24,56,56,C2
18,0,0,0,0,21,0,126,56,0,22,0,149,76,0,15,0,56,73,0,15,53,0,48,48,C2
0,0,0,0,0,0,0,178,6,0,12,0,161,14,0,32,0,117,116,0,0,0,0,0,0,C2
0,0,0,0,0,0,0,148,12,0,8,0,158,15,0,0,0,106,22,0,0,0,0,0,0,C2
0,0,0,0,0,3,0,125,29,0,5,0,236,11,0,34,0,125,48,0,36,0,0,0,0,C2
0,0,3,0,0,5,0,129,54,0,11,0,108,86,0,3,0,91,135,0,8,0,0,0,0,C2
19,0,0,0,0,12,0,154,57,0,38,0,140,32,0,52,0,114,96,0,3,0,0,0,0,C2
8,0,0,0,0,20,0,109,55,0,27,0,102,28,0,47,0,98,111,0,20,0,0,0,0,C2
17,0,0,0,0,21,0,101,109,0,17,0,80,95,0,31,0,73,132,0,14,0,0,0,0,C2
12,0,5,11,0,28,0,115,97,0,26,0,67,112,0,22,0,76,167,53,17,0,0,0,0,C2
16,0,12,0,0,27,0,149,72,0,2,0,112,40,0,28,0,113,102,0,10,0,0,0,0,C2
18,0,2,2,0,31,0,63,133,0,2,0,87,112,0,29,0,104,133,14,19,0,0,0,0,C2
0,0,0,0,0,0,16,188,9,0,15,0,139,11,0,4,0,117,58,0,22,0,40,56,15,C2
2,0,0,0,0,0,0,163,45,0,8,0,141,28,0,4,0,134,83,0,36,0,24,48,16,C2
0,0,0,0,0,16,0,160,67,0,22,0,134,21,0,8,0,105,101,0,14,0,24,8,16,C2
0,0,0,0,0,12,0,111,94,0,11,0,91,44,0,15,0,115,108,0,32,24,0,32,0,C2
29,0,3,0,0,52,0,91,85,0,12,0,77,110,0,31,0,71,119,0,44,24,0,48,16,C2
14,0,5,0,0,55,0,117,77,0,22,0,106,61,0,36,0,94,130,0,34,0,0,16,8,C2
12,0,0,0,0,25,0,104,26,0,25,0,128,52,0,28,0,102,135,0,18,32,56,24,56,C2
18,0,0,0,42,14,0,104,70,0,29,0,111,94,0,33,0,75,110,0,22,48,24,0,0,C2
11,0,0,0,0,20,0,170,19,0,14,12,169,37,0,27,4,120,66,0,13,15,0,0,8,C2
17,0,0,0,0,27,0,70,49,0,30,0,200,40,0,2,0,102,92,0,19,16,16,0,8,C2
21,0,0,0,0,0,68,142,31,0,9,10,142,21,0,14,42,168,53,0,0,0,0,0,0,C2
0,0,0,32,0,0,0,106,41,0,0,12,196,25,0,0,114,251,52,0,14,0,20,4,0,C2
32,0,24,56,40,14,8,161,18,0,11,1,151,19,0,30,7,119,29,0,5,0,0,0,0,C2
37,24,73,40,0,9,0,101,65,0,26,0,131,63,0,21,0,102,81,0,14,0,0,0,0,C2
39,24,8,56,16,51,0,167,37,0,25,0,125,54,0,20,0,84,98,0,17,0,10,0,8,C2
6,0,8,0,0,25,0,144,49,0,20,0,144,58,0,23,0,74,118,0,23,0,20,4,0,C2
15,0,0,0,0,20,0,95,84,0,30,0,116,57,0,20,0,81,104,0,19,0,0,0,0,C2
7,24,32,0,0,12,0,98,92,0,25,0,92,110,0,17,0,79,127,0,24,0,0,0,0,C2
9,0,0,0,0,29,0,113,81,0,31,0,103,81,0,25,0,96,130,0,18,0,52,4,21,C2
11,0,0,0,0,27,0,81,57,0,16,0,109,88,0,38,0,104,138,0,21,16,0,0,0,C2
0,0,0,0,0,0,11,156,0,0,0,8,137,2,0,13,25,168,78,0,8,0,0,0,0,C2
0,0,0,0,0,0,8,127,42,0,0,0,135,38,0,8,0,111,97,0,16,0,0,0,0,C2
18,0,0,0,0,10,0,99,88,0,3,0,119,80,0,7,0,88,131,0,11,16,0,0,0,C2
3,0,0,0,0,46,0,119,31,0,3,0,168,26,0,7,0,124,77,0,11,0,0,0,0,C2
18,0,14,0,0,15,0,72,89,0,61,0,60,177,0,63,0,82,127,0,8,0,0,16,40,C2
17,0,3,3,0,63,0,112,56,0,45,0,86,81,0,35,0,83,121,0,12,0,0,0,0,C2
10,0,0,0,0,24,0,105,91,0,39,0,123,67,0,14,0,72,102,0,12,0,0,0,0,C2
14,0,0,0,0,32,0,122,87,0,26,0,99,65,0,28,0,82,136,0,10,0,0,0,0,C2
12,0,0,0,0,10,0,123,66,0,32,0,112,38,0,19,0,97,113,0,1,0,0,0,0,C2
14,0,0,0,0,23,0,81,98,0,27,0,120,74,0,17,0,92,143,0,20,0,0,0,0,C2
0,0,0,0,0,8,14,106,7,0,7,18,202,33,0,0,0,168,104,0,0,0,11,6,5,C2
0,0,0,0,0,0,16,83,24,0,10,0,240,16,0,0,0,179,89,0,8,0,7,2,8,C2
10,0,0,0,0,13,0,80,51,0,32,0,188,25,0,0,0,128,99,0,9,6,11,1,5,C2
18,0,0,0,0,14,0,116,61,0,12,6,176,4,0,0,10,165,73,0,11,0,9,3,0,C2
27,0,0,0,0,24,0,103,42,0,16,0,118,52,0,53,0,135,110,0,35,0,1,6,8,C2
12,0,0,0,0,27,0,77,65,0,19,0,113,111,0,15,0,98,146,0,6,0,4,12,0,C2
14,0,0,0,0,23,0,112,16,0,23,0,206,4,0,25,0,166,80,0,11,0,10,4,0,C2
20,0,0,0,0,16,0,82,81,0,24,0,102,98,0,27,0,94,119,0,21,0,4,4,0,C2
14,0,0,0,0,30,0,71,73,0,29,0,131,82,0,21,0,90,130,0,10,0,0,1,5,C2
14,0,0,0,0,26,0,72,94,0,38,0,74,88,0,37,0,66,122,0,23,8,0,0,6,C2
24,0,0,0,0,1,5,127,0,0,33,0,210,3,0,14,0,144,79,0,0,0,0,0,0,C2
0,0,0,0,0,16,0,115,13,0,10,0,193,12,0,0,0,131,107,0,0,0,12,3,0,C2
18,0,0,0,0,12,15,158,24,0,0,0,179,17,0,0,0,143,100,0,0,0,7,2,0,C2
14,0,0,0,0,0,0,90,71,0,25,4,73,98,0,10,0,90,110,0,0,0,0,0,0,C2
25,0,0,0,0,26,0,109,38,0,19,0,160,71,0,43,0,129,138,0,49,0,7,6,0,C2
43,0,8,0,0,28,0,132,79,12,28,0,84,55,4,27,0,89,158,0,33,0,4,7,0,C2
12,0,0,0,0,21,0,68,134,0,26,0,61,100,0,16,0,84,134,0,15,0,0,0,0,C2
11,0,0,0,0,39,0,88,96,0,29,0,101,117,0,23,0,93,140,0,23,0,0,0,0,C2
15,0,0,0,0,29,0,80,87,0,27,0,109,74,0,29,0,105,144,0,14,0,0,0,0,C2
13,0,0,21,0,27,0,24,169,0,2,0,21,139,5,20,0,41,159,5,22,0,0,0,0,C2
6,0,0,0,0,0,34,132,11,0,8,0,178,2,0,0,0,128,87,0,0,0,0,0,0,C2
5,0,0,0,0,13,0,176,10,0,0,0,173,2,0,4,0,126,105,0,12,0,0,0,0,C2
0,0,0,0,0,8,0,105,77,0,0,0,90,113,0,31,0,55,137,0,0,0,0,0,0,C2
2,0,0,0,8,8,0,130,64,0,6,0,109,65,0,8,0,63,127,0,4,0,0,0,0,C2
33,0,0,0,0,61,0,90,94,0,32,0,80,93,0,45,0,60,132,0,31,0,0,0,0,C2
16,0,1,0,0,20,0,108,71,0,30,0,106,58,0,44,0,77,138,0,28,0,0,0,0,C2
14,0,0,0,0,25,0,17,153,0,21,0,63,108,0,31,0,58,152,0,21,0,0,0,0,C2
12,0,0,9,0,14,0,81,115,0,27,0,92,111,0,27,0,73,139,0,13,0,0,0,0,C2
14,0,0,0,0,19,0,71,67,0,29,0,52,113,4,17,0,87,177,44,18,0,0,9,0,C2
13,0,0,0,0,26,0,61,76,0,28,0,72,125,0,30,0,42,166,0,13,0,0,0,0,C2
0,0,0,0,0,0,45,151,33,0,0,72,194,158,0,0,10,172,40,0,0,0,0,0,0,D
0,0,0,0,0,0,17,136,22,0,0,44,201,135,0,0,13,121,46,0,0,0,0,0,0,D
0,0,0,0,0,0,0,36,6,0,0,0,218,159,0,0,0,143,88,0,0,0,0,0,0,D
3,0,0,0,0,24,0,109,94,0,8,16,235,132,0,6,16,137,124,0,3,16,8,0,0,D
0,0,0,0,0,0,0,47,24,0,0,0,225,116,0,0,0,133,87,0,0,0,0,16,0,D
16,0,0,0,0,28,1,7,22,0,25,4,255,146,0,0,0,142,127,0,0,0,0,0,0,D
3,0,0,0,0,12,0,15,73,1,22,0,212,115,27,0,0,122,145,1,0,0,6,12,0,D
0,0,0,0,0,0,0,7,4,4,0,0,171,171,87,0,0,89,153,66,0,0,18,18,0,D
21,0,0,0,0,22,0,2,12,2,38,0,143,174,68,12,0,95,155,39,17,0,0,2,0,D
26,0,0,0,0,4,0,4,7,0,158,0,176,172,13,72,0,102,178,9,16,0,6,0,0,D
0,0,0,0,0,0,3,69,7,0,0,28,228,160,0,0,10,151,105,0,44,85,7,0,0,D
0,0,0,0,0,0,0,14,1,0,0,40,305,131,0,0,30,192,108,0,0,0,8,0,64,D
0,0,0,0,0,0,0,26,8,0,0,0,264,153,0,0,0,165,131,0,0,0,0,0,44,D
0,0,0,0,0,0,0,9,0,0,0,30,253,79,0,0,20,194,92,0,0,0,14,0,0,D
0,0,0,0,0,0,0,27,8,0,0,16,256,142,0,0,24,159,89,0,0,0,0,0,0,D
0,0,0,0,0,0,0,4,11,0,60,0,264,174,0,49,10,132,127,0,34,0,18,10,0,D
3,0,0,0,0,0,0,25,3,0,0,0,199,141,0,3,0,123,118,0,5,41,0,0,0,D
0,0,0,0,0,0,0,9,18,0,0,0,231,177,0,0,0,97,147,0,0,0,0,2,0,D
10,0,0,0,0,31,2,24,22,0,3,3,249,132,16,28,0,123,103,8,20,0,0,0,0,D
0,0,0,0,0,62,0,8,30,0,72,0,172,114,61,96,0,84,153,32,63,0,32,0,0,D
0,0,0,0,0,0,0,28,1,0,0,44,209,132,0,0,27,159,116,0,0,0,0,32,0,D
0,0,0,0,0,0,10,21,6,0,0,18,297,116,0,0,2,198,108,0,0,0,7,0,0,D
0,0,0,0,0,0,0,19,7,0,0,0,270,102,0,0,0,179,115,0,0,0,0,0,0,D
0,0,0,0,0,0,0,24,6,0,0,4,269,110,0,0,15,184,111,0,0,0,17,0,0,D
0,0,0,0,0,0,0,18,10,0,0,9,251,103,0,0,10,183,128,0,0,0,10,5,0,D
14,0,0,0,0,0,1,38,9,0,50,47,269,108,0,18,10,177,91,0,24,0,2,0,0,D
0,6,0,0,0,0,0,4,9,0,0,1,239,117,0,0,0,144,100,0,0,0,0,0,0,D
0,0,0,0,0,0,0,7,13,0,0,0,212,139,0,0,0,119,126,0,0,0,2,0,0,D
22,0,0,0,0,10,0,4,4,0,40,0,193,186,0,4,0,194,154,0,13,0,0,0,18,D
4,0,16,0,0,24,0,24,10,0,63,0,223,136,6,109,0,128,132,4,80,0,2,0,0,D
0,0,0,0,0,0,5,51,20,0,0,48,244,128,0,0,10,183,96,0,0,0,0,0,0,D
0,0,0,0,0,0,0,26,11,0,0,20,275,106,0,0,49,206,92,0,14,5,1,0,0,D
0,0,0,0,0,0,0,0,0,0,0,0,222,104,0,0,0,192,128,0,0,0,19,1,0,D
0,0,0,0,0,0,0,21,15,0,0,39,239,101,0,0,15,168,71,0,0,0,0,0,0,D
0,0,0,0,0,0,0,10,18,0,0,0,210,123,0,0,0,138,66,0,0,0,0,0,0,D
0,0,0,0,0,10,0,0,0,0,6,32,244,97,0,43,11,201,105,0,0,0,0,0,0,D
0,0,0,0,0,4,6,11,0,0,0,6,235,104,0,0,0,206,135,0,0,0,15,18,0,D
0,0,0,0,0,0,0,0,0,0,0,0,204,138,0,0,0,140,158,0,0,0,12,6,0,D
9,0,0,0,19,15,0,7,27,0,14,0,223,147,23,23,0,126,157,32,10,0,5,0,0,D
63,0,0,0,0,78,0,3,32,0,92,0,194,171,36,126,0,98,161,39,62,0,0,0,0,D
0,0,0,0,0,0,0,32,4,0,0,23,244,115,0,0,11,194,110,0,0,0,16,0,0,D
0,0,0,0,0,0,0,17,34,0,0,0,265,203,7,0,0,144,188,3,0,0,0,0,0,D
0,0,0,0,0,0,0,0,0,0,0,0,256,130,0,0,0,179,116,0,0,0,0,0,0,D
0,0,0,0,0,0,0,0,0,0,0,29,257,104,0,0,26,185,87,0,0,7,4,0,0,D
0,0,0,0,0,0,0,16,3,0,0,26,243,150,0,0,22,148,66,0,0,0,0,0,0,D
51,0,8,0,0,36,0,3,6,0,0,0,228,164,0,0,0,127,117,0,0,0,0,0,0,D
1,0,0,0,0,2,0,32,13,0,0,0,250,154,0,0,0,148,122,0,0,0,0,0,0,D
0,0,0,0,0,0,0,23,7,0,0,0,221,126,0,0,0,171,91,0,0,0,16,0,0,D
0,0,0,0,0,0,0,56,4,0,4,0,224,111,0,1,1,168,74,0,8,0,0,0,0,D
42,0,0,0,0,63,0,21,15,0,71,0,237,147,7,49,0,141,132,4,63,0,0,0,0,D
0,0,0,0,0,0,0,86,3,0,0,43,236,102,0,0,23,198,81,0,0,0,0,0,0,D
0,0,0,0,0,0,0,10,15,0,0,0,245,59,0,0,0,201,70,0,0,0,21,0,0,D
0,0,0,0,0,0,0,109,0,0,0,24,251,52,0,0,24,193,33,0,0,0,0,0,0,D
0,0,0,0,0,0,0,72,0,0,0,21,265,109,0,0,7,223,95,0,0,0,0,0,0,D
0,0,0,0,0,0,16,40,0,0,0,72,249,97,0,0,62,229,76,0,0,0,24,0,0,D
0,0,0,0,0,20,0,21,2,0,0,80,259,110,0,0,18,193,53,0,0,0,0,0,0,D
0,0,0,0,0,0,0,21,41,0,0,0,247,145,0,0,0,153,112,0,4,0,0,0,0,D
0,0,0,0,0,0,0,75,19,0,0,0,254,107,0,0,0,177,90,0,0,0,0,0,0,D
0,0,7,1,0,32,0,61,4,0,16,21,259,108,0,37,23,208,56,0,0,0,0,0,0,D
63,0,0,0,0,56,0,3,36,0,32,0,201,153,3,46,0,131,122,4,26,0,0,0,0,D
0,0,0,0,0,0,0,0,0,0,0,15,223,58,0,0,53,249,87,0,0,9,6,0,0,D
0,0,0,0,0,0,0,0,0,0,0,11,260,75,0,0,17,232,79,0,0,0,36,0,0,D
0,0,0,0,0,0,0,0,0,0,0,0,240,67,0,0,6,206,70,0,0,0,36,0,0,D
0,0,0,0,0,0,0,2,0,0,0,49,298,105,0,0,25,210,84,0,0,0,0,0,0,D
0,0,0,0,0,0,0,3,30,0,0,78,267,98,0,0,2,195,55,0,0,0,0,0,0,D
0,0,0,0,0,0,0,12,2,0,12,3,250,109,0,0,8,149,83,0,0,0,0,0,0,D
0,0,0,0,0,0,0,60,5,0,0,0,204,167,0,2,0,145,100,0,0,0,0,0,0,D
0,0,0,0,0,0,0,7,3,0,0,0,232,156,0,0,0,139,90,0,0,0,0,0,0,D
23,0,0,0,0,7,0,28,18,0,15,0,231,84,0,0,32,167,66,0,2,0,0,0,0,D
14,0,0,0,0,58,0,3,32,0,0,0,147,221,26,22,0,104,168,4,38,0,0,0,0,D
0,0,0,0,4,0,1,11,1,0,0,17,285,51,0,0,13,217,36,0,0,0,0,0,0,D
0,0,0,0,4,0,0,10,1,0,15,15,265,129,0,0,46,238,113,0,0,0,40,30,0,D
1,2,13,3,11,0,0,4,0,0,0,16,231,52,0,0,9,238,55,0,0,0,18,0,0,D
2,12,1,0,0,0,2,7,0,0,0,16,235,70,0,0,22,221,46,0,0,0,8,0,0,D
2,0,0,0,2,0,0,0,0,0,0,2,214,68,0,0,40,233,50,0,0,0,27,0,0,D
43,1,15,10,19,4,0,0,0,0,0,6,211,61,0,0,43,193,91,0,0,0,0,0,0,D
12,0,9,12,0,0,0,4,0,0,14,0,203,102,0,2,10,176,78,0,0,0,0,0,0,D
0,0,12,9,1,0,0,7,4,0,0,0,230,118,0,0,0,153,103,0,0,0,0,0,0,D
27,12,0,0,0,27,0,8,16,0,0,28,234,142,0,0,4,137,113,0,0,0,0,0,0,D
42,0,2,6,0,130,0,3,7,0,0,0,214,129,0,40,0,150,92,6,24,0,0,0,0,D
1,3,3,6,8,0,0,0,0,0,0,52,183,34,0,0,71,212,39,0,0,2,17,0,0,D
2,0,9,9,5,0,0,0,0,0,0,0,232,87,0,0,23,228,85,0,0,0,14,0,0,D
0,0,2,2,7,0,0,0,0,0,0,0,209,83,0,0,0,219,105,0,0,0,46,0,0,D
0,0,3,4,0,0,0,0,0,0,0,22,212,52,0,0,37,231,61,0,0,5,4,0,0,D
0,6,2,0,13,0,0,0,0,0,0,0,172,73,0,0,0,220,105,0,0,0,3,7,0,D
0,2,4,15,8,6,0,7,5,0,27,8,220,94,0,45,2,222,73,0,0,0,2,2,0,D
7,9,4,0,13,0,0,4,19,0,15,0,206,134,0,1,0,165,100,0,0,0,4,0,0,D
6,14,18,0,1,0,0,16,0,0,0,0,168,118,0,0,0,177,112,0,0,0,2,0,0,D
2,5,4,0,4,1,6,21,17,0,13,0,154,167,24,8,0,119,132,14,3,0,0,0,0,D
66,4,0,0,0,39,4,0,0,0,12,10,117,172,9,77,6,123,161,7,28,0,2,10,0,D
12,13,17,15,17,0,0,0,0,0,0,3,222,78,0,0,22,257,86,0,0,2,50,2,0,D
7,17,20,14,19,0,0,0,0,0,0,9,195,30,0,0,84,232,65,0,0,0,30,0,0,D
13,17,18,18,19,0,0,0,0,0,0,0,214,91,0,0,0,208,74,0,0,0,1,0,0,D
10,9,18,14,14,0,0,5,0,0,0,37,237,81,0,0,35,204,66,0,0,0,8,0,0,D
6,14,16,9,13,0,0,0,0,0,0,51,229,71,0,0,3,250,64,0,0,0,15,0,0,D
32,19,14,17,19,16,0,0,0,0,0,0,185,110,0,24,8,204,104,0,12,9,18,0,0,D
8,15,18,10,15,13,0,0,0,0,13,0,200,84,0,16,0,229,105,0,0,0,21,19,0,D
8,21,16,17,19,0,0,0,0,0,0,0,196,94,0,0,0,183,130,0,0,0,22,0,0,D
9,18,15,19,7,0,0,0,0,0,21,0,174,72,0,0,14,195,113,0,0,6,53,11,0,D
24,8,13,0,0,76,0,0,0,0,102,0,128,119,3,94,0,147,141,2,0,0,27,18,0,D
5,47,50,21,63,0,0,0,0,0,0,41,185,6,0,0,30,288,3,0,0,1,10,2,0,E
13,73,30,29,12,0,0,0,0,0,0,0,198,36,0,0,20,283,24,0,0,17,31,2,0,E
28,10,47,35,32,28,15,0,0,0,8,1,194,31,0,0,0,258,35,0,0,0,5,15,0,E
4,73,51,63,113,0,0,0,0,0,0,15,225,25,0,0,66,214,54,0,0,6,22,0,0,E
39,21,56,11,36,0,0,8,0,0,0,0,165,88,0,0,0,221,82,0,0,0,18,4,0,E
27,18,52,68,45,16,0,23,15,0,35,0,265,51,0,32,0,140,54,0,48,0,30,0,0,E
36,54,32,48,57,9,0,0,0,0,0,0,194,29,0,0,0,205,43,0,14,0,13,0,0,E
23,50,10,27,20,0,0,0,0,0,0,0,174,61,0,0,0,187,66,0,0,0,12,0,0,E
64,69,26,69,11,0,0,0,40,0,0,0,224,95,0,25,3,129,108,0,10,0,0,0,0,E
107,72,67,72,7,87,0,0,0,0,50,0,137,116,0,36,0,165,109,0,0,0,7,0,0,E
50,48,106,94,82,0,0,0,0,0,0,60,136,6,0,0,70,172,8,0,0,14,49,3,0,E
32,58,62,58,58,0,0,0,0,0,0,3,186,11,0,0,41,245,36,0,0,2,37,3,0,E
